"";"Nombre.buscado";"Nombre.trivago";"Codigo";"Precio.mb";"Hotel.mb";"link";"Bloque.1";"Bloque.2";"Wifi.lobby";"Wifi.habitacion";"Piscina";"Spa";"Parqueadero";"Mascotas";"Aire.acondicionado";"Restaurante";"Bar";"Gimnasio";"Estrellas";"Puntaje";"Opinion.cualitativa";"cantidad.opiniones";"Latitud";"Longitud"
"1";"Hotel Santa Barbara boutique";"Hotel Santa Barbara Boutique";"3758032";"$257.294";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3758032%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA= , = , ";"HabitaciÛn Doble - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$185.018
/noche
Mostrar 11 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn Est·ndar (cama doble) (cama matrimonial queen size)
CancelaciÛn gratuita
Desayuno gratis
$231.454
/noche
Mostrar 11 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"False";"False";"False";"False";"False";"3";"8.9";"Excelente";"262";"4.702236";"-74.04351"
"2";"CASA COLONIAL INN";"Casa Colonial Inn";"999865";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=999865%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.702236";"-74.04351"
"3";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"4";"HOTEL SUITTES INN ECONOMICAS";"Hotel Suittes Economicas Inn";"18096360";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=18096360%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.702236";"-74.04351"
"5";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"6";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"7";"Ayenda 1053 Risot";"Ayenda 1053 Risot";"8452954";"$122.592";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=8452954%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"lol.travel 626 =122.550 , Booking.com 1662 = 130.950 , lol.travel 1662 = 122.550 , lol.travel 1662 = 122.550 , lol.travel 1662 = 122.550 , ";"DOUBLE STANDARD
CancelaciÛn gratuita
Desayuno gratis
$122.550
/noche
Mostrar 5 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
HabitaciÛn Cu·druple Cl·sica - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$130.950
/noche
Mostrar 6 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn Est·ndar (cama doble)
CancelaciÛn gratuita
Desayuno gratis
$157.771
/noche
Mostrar 8 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"False";"False";"False";"False";"True";"False";"NULL";"7.9";"Bueno";"49";"4.639431";"-74.098183"
"8";"Hotel IBIS BOGOTA MUSEO";"Hotel ibis Bogota Museo";"1727977";"$130.737";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1727977%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =109.843 , Booking.com 626 = 109.843 , Booking.com 626 = 126.899 , Booking.com 626 = 165.190 , Booking.com 626 = 148.177 , ";"HabitaciÛn Doble Est·ndar - 2 camas - ConexiÛn WiFi gratuita
Desayuno no incluido
$109.843
/noche
Mostrar 11 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn est·ndar
Desayuno no incluido
$109.843
/noche
Mostrar 12 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
ADVANCE SAVER RATE Habitacion Standard con 1 cama doble - P·gina del hotel
Desayuno no incluido
$130.737
/noche
Mostrar 15 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"True";"False";"True";"False";"False";"3";"8.2";"Muy bueno";"1530";"4.614705";"-74.068802"
"9";"HOTEL DANN CARLTON BOGOTA";"Hotel Dann Carlton Bogot·";"103334";"$212.650";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=103334%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"lol.travel 626 =212.650 , Booking.com 1756 = 218.705 , ZenHotels.com 1756 = 253.926 , ZenHotels.com 1662 = 253.926 , lol.travel 1662 = 212.650 , ";"Ir a la web de reservas para m·s detalles.
Desayuno gratis
$212.650
/noche
Mostrar 9 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
HabitaciÛn Doble Est·ndar - 2 camas - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$218.577
/noche
Mostrar 8 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn Est·ndar (cama doble) (cama matrimonial queen size)
CancelaciÛn gratuita
Desayuno gratis
$253.926
/noche
Mostrar 10 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"5";"8.5";"Excelente";"1155";"4.688026";"-74.047142"
"10";"SOFITEL VICTORIA REGIA bogota ";"Sofitel Bogota Victoria Regia";"103339";"$628.354";"Prestigia";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=103339%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Prestigia 626 =493.055 , Booking.com 626 = 528.319 , Booking.com 626 = 692.913 , Booking.com 227 = 849.959 , Prestigia 227 = 638.801 , ";"HabitaciÛn CLASSIC CAMA QUEEN SIZE
Desayuno no incluido
$493.055
/noche
Mostrar 9 ofertas m·s (incl. Desayuno gratis)
HabitaciÛn Cl·sica con cama grande - ConexiÛn WiFi gratuita
Desayuno no incluido
$528.021
/noche
Mostrar 13 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Classic Queen Bed
Desayuno no incluido
$528.021
/noche
Mostrar 23 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"True";"True";"False";"True";"True";"True";"True";"5";"9.0";"Excelente";"849";"4.670083";"-74.053116"
"11";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"12";"CASA DANN CARLTON";"Casa Dann Carlton";"1031736";"$339.762";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1031736%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"lol.travel 626 =339.762 , Booking.com 1662 = 350.848 , lol.travel 1662 = 430.331 , lol.travel 1662 = 430.331 , lol.travel 1662 = 339.762 , ";"Ir a la web de reservas para m·s detalles.
Desayuno gratis
$339.762
/noche
Mostrar 15 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
HabitaciÛn Superior con cama extragrande - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$350.635
/noche
Mostrar 16 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
Desayuno gratis
$409.906
/noche
Mostrar 8 ofertas m·s (incl. Desayuno gratis)";"True";"True";"True";"True";"True";"False";"True";"True";"True";"True";"5";"8.4";"Muy bueno";"2257";"4.680701";"-74.054047"
"13";"HOTEL CAPITAL BOGOTA COLOMBIA";"GHL Capital";"103356";"$228.938";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=103356%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =212.948 , Booking.com 626 = 212.948 , Booking.com 626 = 212.948 , Booking.com 626 = 212.948 , Booking.com 626 = 212.948 , ";"HabitaciÛn Doble Est·ndar - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
$212.948
/noche
Mostrar 8 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
Ir a la web de reservas para m·s detalles.
Desayuno gratis
$228.938
/noche
Mostrar 12 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno gratis
$268.125
/noche
Mostrar 8 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)";"False";"False";"False";"False";"False";"False";"False";"True";"True";"True";"4";"8.9";"Excelente";"2242";"4.65831";"-74.108192"
"14";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"15";"EGINA BOGOTA";"NULL";"477781";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=477781%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"lol.travel class classicon-ic icon-center icon-rtl icon-ctasvg xmlnshttp:www.w3.org2000svg focusablefalse tabindex-1 width24 height24 viewBox0 0 24 24path fillnone stroke#37454D stroke-linecapround stroke-miterlimit10 stroke-width2 dM9.5 7l5 5m-5 5l5-5 classsvg-color--primarypathsvg 626 =NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"Excelente";"2242";"4.65831";"-74.108192"
"16";"LE MANOIR BOGOTA";"Le Manoir";"477766";"$149.840";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=477766%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Hoteles.com 626 =128.248 , Booking.com 452_CO = 130.907 , Hoteles.com 452_CO = 128.248 , Hoteles.com 452_CO = 140.314 , Hoteles.com 626 = 140.314 , ";"HabitaciÛn Doble Superior - °Reserva ahora y paga despuÈs! - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Paga en el hotel
Desayuno no incluido
$130.891
/noche
Mostrar 7 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno no incluido
$184.996
/noche
Mostrar 7 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno no incluido
$149.822
/noche
Mostrar 13 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"False";"False";"True";"True";"True";"4";"8.4";"Muy bueno";"1934";"4.690975";"-74.049187"
"17";"Embassy Suites By Hilton Bogota Rosales";"Embassy Suites By Hilton Bogota Rosales";"103342";"$462.013";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=103342%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"lol.travel 626 =461.957 , Booking.com 395 = 462.567 , Agoda 395 = 457.310 , Agoda 1662 = 457.310 , lol.travel 1662 = 461.957 , ";"SUITE KING BED ONE BEDROOM
Desayuno gratis
$461.957
/noche
Mostrar 3 ofertas m·s (incl. Desayuno gratis)
King Room - Smoking
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$457.310
/noche
Mostrar 31 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
HabitaciÛn con cama extragrande - Fumadores - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$462.511
/noche
Mostrar 24 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"False";"False";"True";"True";"False";"True";"True";"True";"True";"4";"8.9";"Excelente";"650";"4.652354";"-74.055824"
"18";"HOTEL ANDES PLAZA";"Hotel Andes Plaza";"196766";"$168.027";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=196766%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"True";"True";"False";"False";"True";"False";"True";"True";"False";"True";"4";"8.0";"Muy bueno";"1230";"4.685939";"-74.048141"
"19";"HOTEL CHARLESTON BOGOTA";"Hotel Charleston Casa Medina";"17079464";"NULL";"NULL";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=17079464%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"/";"PuntuaciÛn no disponible";"PuntuaciÛn";"4.685939";"-74.048141"
"20";"CASA MEDINA BOGOTA";"Four Seasons Casa Medina Bogot·";"103335";"$1.575.471";"Agoda";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=103335%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"HabitaciÛn Superior con cama grande - ConexiÛn WiFi gratuita
Desayuno no incluido
$1.430.595
/noche
Mostrar 16 ofertas m·s (incl. CancelaciÛn gratuita, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
Desayuno no incluido
$1.430.595
/noche
Mostrar 27 ofertas m·s (incl. CancelaciÛn gratuita, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
Desayuno no incluido
$1.449.867
/noche
Mostrar 12 ofertas m·s (incl. CancelaciÛn gratuita, Paga en el hotel)";"True";"True";"False";"False";"True";"True";"False";"True";"True";"True";"5";"9.1";"Excelente";"215";"4.652531";"-74.056427"
"21";"101 PARK HOUSE";"101 Park House";"103332";"$281.480";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=103332%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"lol.travel 626 =281.480 , Booking.com 626 = 294.783 , Booking.com 626 = 329.488 , Booking.com 1662 = 329.488 , lol.travel 1662 = 281.480 , ";"Ir a la web de reservas para m·s detalles.
Desayuno gratis
$281.480
/noche
Mostrar 3 ofertas m·s (incl. Desayuno gratis)
Suite Business - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
Desayuno gratis
$294.783
/noche
Mostrar 11 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Suite Superior (cama doble) (cama matrimonial king size, cocina)
CancelaciÛn gratuita
Desayuno gratis
$334.178
/noche
Mostrar 13 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"True";"True";"True";"True";"False";"True";"True";"True";"5";"9.1";"Excelente";"246";"4.687423";"-74.054192"
"22";"HOTEL HOLIDAY INN BOGOTA AIRPORT";"Holiday Inn Bogota Airport";"1963809";"$253.852";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1963809%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"4";"8.8";"Excelente";"1425";"4.661713";"-74.109558"
"23";"HOTEL HAMPTON BY HILTON† BOGOTA USAQUEN";"Hampton by Hilton Bogot· - UsaquÈn";"3819818";"$177.066";"Agoda";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3819818%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"True";"True";"False";"False";"True";"False";"True";"False";"True";"True";"NULL";"8.8";"Excelente";"282";"4.695683";"-74.031876"
"24";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"25";"Cora 127 plenitud";"Cora 127 Plenitud";"2028689";"$260.418";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2028689%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"Booking.com 626 =194.589 , Booking.com 626 = 194.589 , Booking.com 626 = 205.674 , Booking.com 626 = 205.674 , Booking.com 626 = 205.674 , ";"Suite Junior - ConexiÛn WiFi gratuita
Desayuno no incluido
$194.589
/noche
Mostrar 16 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Suite junior (cama matrimonial)
CancelaciÛn gratuita
Desayuno no incluido
$260.418
/noche
Mostrar 12 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno no incluido
$211.302
/noche
Mostrar 20 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"True";"False";"False";"False";"True";"NULL";"8.1";"Muy bueno";"256";"4.704585";"-74.043114"
"26";"Cora 96 street suites";"96 Street Suites";"2382036";"$191.135";"lol.travel";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=2382036%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"lol.travel 626 =191.135 , Booking.com 626 = 197.829 , Booking.com 626 = 197.829 , Booking.com 626 = 197.829 , Booking.com 1662 = 197.829 , ";"DOUBLE Double Standard
Desayuno no incluido
$191.135
/noche
Mostrar 9 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis)
Suite D˙plex - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$197.829
/noche
Mostrar 4 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
CancelaciÛn gratuita
Desayuno no incluido
$419.918
/noche
Mostrar 3 ofertas m·s (incl. CancelaciÛn gratuita)";"True";"True";"False";"False";"True";"True";"False";"True";"True";"True";"NULL";"7.8";"Bueno";"232";"4.67779";"-74.042763"
"27";"VIAGGIO NUEVE TREZ";"Viaggio Nueve Trez";"1630945";"$211.601";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=1630945%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"HabitaciÛn Doble - 2 camas - °Reserva ahora y paga despuÈs! - Desayuno incluido en el precio - ConexiÛn WiFi gratuita
CancelaciÛn gratuita
Desayuno gratis
Paga en el hotel
$211.601
/noche
Mostrar 5 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)
Ir a la web de reservas para m·s detalles.
Desayuno gratis
$215.736
/noche
Mostrar 6 ofertas m·s (incl. Desayuno gratis)
HabitaciÛn Est·ndar (cama doble) (cama matrimonial king size)
CancelaciÛn gratuita
Desayuno gratis
$242.256
/noche
Mostrar 10 ofertas m·s (incl. CancelaciÛn gratuita, Desayuno gratis, Paga en el hotel)";"True";"True";"False";"False";"True";"False";"True";"True";"True";"True";"NULL";"8.5";"Excelente";"286";"4.685238";"-74.051125"
"28";"NA";"NULL";"NA";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NA";"NA";"NA";"NA"
"29";"VIAGGIO STUDIOS";"Viaggio Studios";"3135042";"$131.105";"Booking.com";"https://www.trivago.com.co/?aDateRange%5Barr%5D=2020-10-09&aDateRange%5Bdep%5D=2020-10-13&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iRoomType=7&aRooms%5B0%5D%5Badults%5D=2&cpt2=3135042%2F100&hasList=1&hasMap=0&bIsSeoPage=0&sortingId=1&slideoutsPageItemId=&iGeoDistanceLimit=20000&address=&addressGeoCode=&offset=0&ra=";"NA=NA , = , ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"8.0";"Muy bueno";"159";"4.685238";"-74.051125"
